지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),평균현지기압(hPa),평균해면기압(hPa),평균수증기압(hPa),평균상대습도(%),최소상대습도(%),월합강수량(00~24h만)(mm),일최다강수량(mm),평균풍속(m/s),최대풍속(m/s),평균운량(1/10),합계 일조시간(hr),일조율(%),평균지면온도(°C)
184,제주,Feb-21,9.4,12.8,6.4,23.7,-1.2,1019.4,1021.9,7.4,62,22,52.8,22.4,3.9,11.3,5.7,141.2,45.86,9
184,제주,Mar-21,12.5,16.1,9.3,21.9,4.8,1017.3,1019.8,10,68,14,81.1,26.9,3.1,10.5,5.9,177,47.62,13.7
184,제주,Apr-21,15.4,19.2,12.2,25.9,8.2,1016.2,1018.7,11.1,63,12,58.8,16.9,3.2,10.7,5.5,216.7,55.44,18.5
184,제주,May-21,19,23.5,15.6,30.9,9.4,1008,1010.4,15.1,68,13,100.7,24.4,3,10.9,5.8,231.5,53.69,21.9
184,제주,Jun-21,23.4,27,20.8,31.5,18.4,1005.5,1007.9,21.5,75,28,122.4,86.8,2.4,7.6,6.7,200.1,46.45,27.5
184,제주,Jul-21,27.8,31.1,25.5,34.2,22.7,1005.6,1007.9,28.7,78,45,247.1,155.3,3.1,10.7,7.3,171.5,39.16,30.2
184,제주,Aug-21,27.3,30.3,25,33.8,22.2,1006,1008.3,28.3,79,49,227.8,57.7,2.5,10.5,6.6,170.5,41.12,29
184,제주,Sep-21,24.9,28,22.5,33.3,19,1010,1012.4,26.2,84,54,493.1,155,3.4,15.3,7,129.3,34.8,26.3
184,제주,Oct-21,20.1,23.8,17.1,31.8,9,1018.4,1020.8,18,73,39,32.1,16.4,2.9,10.5,4.8,193.9,55.1,21.3
184,제주,Nov-21,14,18.1,10.9,23.2,7,1018.4,1020.9,10.6,66,36,63.8,34.5,3.7,12.6,5.3,151.2,48.26,13.2
184,제주,Dec-21,8.9,12.2,6.3,17.4,-0.5,1023.2,1025.7,7.7,67,30,31.4,21.5,4.2,14,6.4,85.9,27.75,7.8
184,제주,Jan-22,6.2,9.1,3.9,14.4,0.3,1022.5,1025,6.5,68,25,33.6,18.8,3.5,10.8,7,80.8,25.49,5.9
184,제주,Feb-22,5.6,8.7,2.9,16.2,0,1024.1,1026.6,5.6,62,24,25.1,11.3,4.1,10.2,6.6,92.3,29.99,6.1
184,제주,Mar-22,11.4,15.5,7.8,22.3,4.5,1015.9,1018.4,9.8,70,18,96.1,32.1,3.2,12.1,5.9,163.8,44.09,12.4
184,제주,Apr-22,15.5,19.6,11.9,26.7,5.6,1015.3,1017.8,12.6,70,25,84,26,2.8,10.8,5,236.6,60.57,19.1
184,제주,May-22,19.4,23.1,15.8,29,9.5,1011.4,1013.8,14.6,65,20,9.1,8.9,2.9,8.3,5.1,253.2,58.76,24.4
184,제주,Jun-22,23.9,27.5,21.1,34.4,17.3,1005.6,1008,23.8,81,47,143.6,71.4,3.3,11.7,6.3,212.9,49.42,28.3
184,제주,Jul-22,28.4,31.8,25.7,36,23.2,1003.8,1006.2,30.6,80,49,149,48.3,3.1,9.6,6,230.6,52.62,32.5
184,제주,Aug-22,29.2,32.8,26.2,37.5,21.2,1005.8,1008.1,30.1,75,42,124.3,94.3,3.1,9.1,6.2,232.4,56.01,33.8
184,제주,Sep-22,24.1,26.9,21.9,32.8,17.2,1009.3,1011.7,24.1,79,25,265.8,174,3.4,17.7,7.5,119.3,32.08,26.1
184,제주,Oct-22,18.4,21.7,15.5,30.6,11.5,1019.3,1021.7,14.9,69,39,22.1,12.1,3.5,10.8,5,187,53.08,20.6
184,제주,Nov-22,15.2,19.3,11.8,27.4,4.1,1018.7,1021.2,12.5,71,26,87.8,23.3,3.1,8.7,5.2,154.6,49.3,15.9
184,제주,Dec-22,6.9,9.4,4.5,14.6,-0.4,1022.7,1025.3,6.6,66,28,35.3,17.7,4.5,12.4,7.5,48.7,15.74,7
184,제주,Jan-23,6.8,10.4,3.8,20.7,-3.4,1022.5,1025.1,7,68,32,42.1,17.7,4,13,6.6,86.7,27.37,6.8
184,제주,Feb-23,7.7,11.1,4.8,16.4,1.1,1023,1025.6,7.6,71,34,89.6,28.1,3.1,10.6,6.5,117.2,38.09,8.5
184,제주,Mar-23,12.3,16.4,8.5,22.4,2.4,1018.5,1021,9.7,66,26,49.6,19.2,2.7,8.8,4.9,211.1,56.84,14.3
184,제주,Apr-23,15.5,19.4,11.8,28.6,7.4,1013.2,1015.7,12.3,69,14,62.1,19.8,3.6,14,5.3,204.1,52.27,19.3
184,제주,May-23,19.1,23.1,16,29.9,11.4,1010.9,1013.3,17.1,77,28,269.3,74,2.7,8.7,6.6,180.3,41.87,23.3
184,제주,Jun-23,23.4,26.7,20.4,31.4,15.8,1005.6,1008,21.8,76,29,213,80.9,3.1,10.9,7.1,170.2,39.51,28.2
184,제주,Jul-23,28.1,31.4,25.6,37.3,21.8,1005.6,1007.9,28.1,75,39,273.2,52,3,10.8,7.9,124.6,28.43,30.4
184,제주,Aug-23,28.8,32,26.3,34.8,21.6,1002.5,1004.8,28.6,73,43,182.5,58.2,3.1,12.1,5,242.9,58.53,33.5
184,제주,Sep-23,25.5,28.4,23,33.3,18.2,1009.6,1012,23,71,46,84.5,43,2.8,9.2,6,182.6,49.07,29.4
184,제주,Oct-23,19.4,23.1,16.4,26.1,13.3,1016.4,1018.8,13.5,60,28,36,11.4,3,9.8,4.5,228.5,64.82,21.4
184,제주,Nov-23,13.7,17.4,10.4,28.4,4.6,1019.4,1021.9,9.9,60,19,69.1,27.3,3.9,12.6,6,117.1,37.29,13.1
184,제주,Dec-23,9.4,12.9,6.6,23.1,-0.6,1021.7,1024.2,8.1,66,29,73.9,13.8,4,11.7,7.1,70.8,22.86,8.4
185,고산,Jan-21,6.9,9.7,3.9,17.9,-2.8,1014.8,1023.6,7.5,72,42,72,24.2,9.8,25.9,6.8,135.4,42.66,5.8
185,고산,Feb-21,9,12.8,6.1,19.8,-2.3,1012.3,1021.1,8.9,74,29,41.9,23.2,8.6,25.8,5.7,167.3,54.27,9.1
185,고산,Mar-21,12,15.6,8.9,21,4.7,1010.5,1019.1,11.3,79,31,111.8,31.8,6.7,24,5.7,204.6,55.03,13.4
185,고산,Apr-21,14.9,18.6,11.5,24.6,7.9,1009.5,1018,12.5,74,28,101.2,51.7,6.4,24.8,5.5,232.8,59.62,18.6
185,고산,May-21,17.9,21.7,14.9,26.7,10.3,1001.9,1010.2,17.8,87,34,132.2,45.4,6.1,16.7,5.9,240.5,55.85,21.8
185,고산,Jun-21,22.5,26.1,19.9,29.6,17.5,999.4,1007.6,25.4,94,41,174.5,100.3,4.5,13.2,6.1,229.9,53.45,26.6
185,고산,Jul-21,26.6,29.6,24.4,34.2,21.9,999.6,1007.7,31.5,91,49,122.7,37,5.2,13.8,7,175.2,40.04,28.7
185,고산,Aug-21,26.5,29.3,24.3,33.4,21.6,1000,1008,32.1,93,55,196.7,63.4,4.7,26.1,6.6,200.1,48.29,28.5
185,고산,Sep-21,24.2,27.1,21.7,30.1,18.7,1003.5,1011.6,27,89,44,348,89.5,5,20.2,6.4,171.5,46.16,25.4
185,고산,Oct-21,19.9,23.1,17.3,28.9,10.3,1011.7,1020,18.5,75,43,19.8,10.7,5.7,18,4.5,235.6,66.91,20.8
185,고산,Nov-21,14.1,17.4,11.5,22.7,6.8,1011.7,1020.2,11.2,69,37,48.8,21.4,8.4,27.2,4.7,190.8,60.78,13.6
185,고산,Dec-21,9.2,12,6.6,18,-0.1,1016,1024.8,7.9,67,34,18.3,13.7,9.6,29,6.4,151.6,48.81,8.3
185,고산,Jan-22,6.1,8.4,4.2,14.8,1.2,1015.2,1024,6.6,70,35,31.6,17.4,8.1,23.5,7.1,149.2,47.01,5.7
185,고산,Feb-22,5.2,7.7,2.9,13.5,-0.7,1016.8,1025.7,5.7,63,32,4.6,1.5,9,23.3,6.7,155.5,50.49,5.7
185,고산,Mar-22,10.8,14.3,7.9,21,3.8,1009.2,1017.8,10.6,79,42,100.6,31.3,6.8,20.1,5.8,172.8,46.49,11.9
185,고산,Apr-22,14.8,18.4,11.9,24.4,5.9,1008.8,1017.2,13.6,79,25,77.7,35.9,5.2,16.1,5.1,242.8,62.19,17.5
185,고산,May-22,18.1,21.9,15.2,25.8,10.2,1005.1,1013.5,16.5,79,31,7.1,6.5,4.8,12.8,5.3,271.9,63.2,23.1
185,고산,Jun-22,22.1,25.1,19.9,28.4,16.3,999.7,1007.9,25.2,95,52,172.8,83.7,5.3,18.5,6.3,173.3,40.3,26.2
185,고산,Jul-22,27,30,24.7,34.3,22.3,998,1006,33,93,57,258.4,93.2,5.2,15,5.7,256.8,58.67,31.2
185,고산,Aug-22,27.7,30.2,25.8,32.1,20.1,1000.2,1008.2,33.7,90,55,143.2,61.1,5.6,17,6.1,246.1,59.36,31.2
185,고산,Sep-22,23.8,26.8,21.4,31.1,17.6,1002.6,1010.8,23.8,80,38,361.9,183.1,5.8,37.3,7,179.5,48.32,25.4
185,고산,Oct-22,18,20.9,15.5,27.7,10.7,1012.5,1020.9,14.5,68,18,8.4,5.9,7.1,20.5,4.5,237.6,67.42,20.2
185,고산,Nov-22,15.5,18.9,12.6,24.3,4,1011.9,1020.4,12.2,68,34,68.4,46.4,6.2,17.8,4.9,202.4,64.46,16.2
185,고산,Dec-22,7.3,9.8,5,15.2,-0.4,1015.4,1024.2,6.6,64,19,22.9,7.5,9.9,26.3,7.6,100.2,32.25,7
185,고산,Jan-23,6.8,9.7,3.9,17.8,-4.5,1015.2,1024.1,6.9,67,40,56.1,34.1,8.2,27.4,6.4,109.9,34.64,7
185,고산,Feb-23,7.4,9.9,5.1,14.7,1.4,1015.6,1024.4,7.3,69,36,55.4,20.6,7,19,6,122.4,39.77,8
185,고산,Mar-23,11.6,14.5,8.6,19.9,3.4,1011.5,1020.2,9.8,70,20,42.7,12.2,5.9,20.9,5,199.3,53.69,13.1
185,고산,Apr-23,14.6,18,11.5,22.4,7.7,1006.4,1014.9,12,72,10,102.7,54.9,6.9,24.4,5.2,192,49.19,17.1
185,고산,May-23,17.7,20.8,15.3,25.5,11.1,1004.5,1012.8,17.1,84,19,298.9,116.4,5.4,20.2,6.5,153.4,35.66,20.6
185,고산,Jun-23,21.2,23.6,19.3,27.8,15,999.7,1007.9,22.1,88,35,272.3,65.7,4.7,12.3,6.9,143.6,33.4,24.3
185,고산,Jul-23,25.7,27.8,23.9,31.6,21.6,1000.2,1008.3,30.6,93,58,170.8,56.2,5.6,14.3,7.7,86.5,19.76,27.7
185,고산,Aug-23,27.3,30,25,33.5,22.3,996.8,1004.8,29.4,81,56,203.6,80.9,5.1,22,4.6,273.3,65.92,32.2
185,고산,Sep-23,24.9,27.7,22.6,30.5,16.2,1003.8,1011.9,24.7,79,44,76.1,19.9,4.4,19.9,5.7,203.4,54.75,
185,고산,Oct-23,19,22.1,16.6,25.7,13.9,1010.2,1018.5,14.3,65,24,2.8,1.4,5.5,18,3.9,234.4,66.52,21.5
185,고산,Nov-23,13.7,16.5,10.9,25.5,4.8,1013,1021.6,11.6,69,44,44.6,22.5,9,30,6,136.3,43.35,14
185,고산,Dec-23,9.6,12.2,7.1,22,-0.6,1015.2,1023.9,9.1,73,39,74,16,8.9,27.5,7.2,79.2,25.49,9
188,성산,Jan-21,5.9,9.4,2,17.8,-4.6,1021.6,1024.1,6.4,65,28,93.7,22.1,2.8,8.4,6.7,149.2,47.02,4.8
188,성산,Feb-21,8.7,13,4.8,22.3,-2.7,1018.9,1021.4,6.9,59,13,72.7,26.5,3.2,7.8,5.5,158.8,51.56,7.8
188,성산,Mar-21,12.3,16,8.1,19.9,2.8,1016.9,1019.3,8.5,59,3,214.1,73.8,2.9,8.2,5.9,186.4,50.13,12.7
188,성산,Apr-21,15.1,19.1,11.5,23.8,7.4,1016,1018.4,10,58,2,94.7,53,3.1,8.9,5.7,241.4,61.79,19.2
188,성산,May-21,18.4,22.6,14.2,27.6,7.3,1008,1010.4,15.6,74,12,154.1,55.4,2.8,8.1,6,231.4,53.71,21.4
188,성산,Jun-21,22.3,25.6,19.5,31.3,16.3,1005.8,1008.2,24,90,36,190.6,110.4,2.2,6.5,6.4,174.9,40.63,25.5
188,성산,Jul-21,26.7,29.3,24.5,31.1,21.8,1006.1,1008.4,32.6,94,74,218.4,60.7,2.9,7.7,7.2,170.6,38.98,28.4
188,성산,Aug-21,26.5,29.4,24.1,32.2,21.3,1006.2,1008.5,31.3,91,58,417.8,92.6,2.6,8.4,6.4,195.5,47.15,27.7
188,성산,Sep-21,24.5,27.2,22.1,31.3,17.4,1010,1012.3,23.8,78,38,431.7,102.9,3.1,9,6.8,147.6,39.74,24.9
188,성산,Oct-21,19.6,23.3,16.1,29.6,8.3,1018,1020.4,16.2,68,29,101.2,92.8,2.5,5.7,4.3,233.5,66.34,19.8
188,성산,Nov-21,12.9,17.5,8.6,22.3,5.1,1018,1020.5,9.6,64,26,67,33.6,2.8,8.9,4.7,194.2,61.93,11.8
188,성산,Dec-21,7.8,11.8,4.4,18.5,-1.9,1022.4,1024.9,6.9,64,27,30.3,19.5,2.9,11.8,6.3,161.1,51.93,6.5
188,성산,Jan-22,5.5,8.7,2.9,13.2,-0.6,1021.4,1023.9,6,65,26,28.2,12.3,3,8.4,6.5,148.7,46.88,4.5
188,성산,Feb-22,4.7,8.1,1.1,13.9,-2.6,1023.1,1025.7,5.2,60,11,34.7,14.6,3,9.1,6.6,129.9,42.19,4.8
188,성산,Mar-22,11.1,15.3,6.6,22,0.3,1015.3,1017.7,9.4,68,15,161,43.4,3.4,13.3,5.7,168.4,45.34,12.2
188,성산,Apr-22,15.2,19.4,11,23.4,3.9,1014.9,1017.3,12,68,11,111.3,34.8,2.9,9.8,5.1,217.3,55.66,18.2
188,성산,May-22,18.5,23.1,14,29.9,8.7,1011,1013.4,14.1,66,14,20.2,9.1,2.6,8.5,5.2,234.1,54.35,22.8
188,성산,Jun-22,22.1,24.9,19.6,28.8,13.5,1006.1,1008.4,23.5,88,52,203.8,101.6,3.4,10.7,6.7,112.8,26.21,24.8
188,성산,Jul-22,26.8,29.9,24.1,33.1,21.1,1004.1,1006.4,29.8,85,51,225.9,64.7,2.9,11.7,6.2,162.7,37.15,29
188,성산,Aug-22,27.8,31.2,24.9,33.5,19.5,1005.9,1008.2,30.3,81,45,233.8,181,3.4,10.8,6.1,202.5,48.84,30.2
188,성산,Sep-22,23.7,26.5,21.4,30.7,16.1,1008.9,1011.2,23.3,79,28,271.3,134.2,3.9,18.2,7.1,119.2,32.09,24.7
188,성산,Oct-22,17.9,21.1,14.6,29.1,9.1,1018.5,1020.9,14.6,69,34,36.2,28.4,3.4,9.3,5.2,179.6,50.96,18.5
188,성산,Nov-22,14.8,18.9,10.9,23.1,3.2,1018.1,1020.5,12.3,71,16,173.8,97.5,3.1,10.4,5.1,173.7,55.35,14.4
188,성산,Dec-22,5.6,8.9,2.4,14.4,-2.1,1021.9,1024.4,6.3,69,34,54.8,23,3,11.2,7,107,34.48,5.1
188,성산,Jan-23,5.8,10,1.9,18.5,-5.4,1021.8,1024.3,6.7,69,29,69.4,36.7,3.1,10,5.9,142.2,44.86,5.2
188,성산,Feb-23,7.3,11.2,3.6,16.9,-2,1022.1,1024.6,7.3,69,24,108.1,39.1,3.1,10.3,5.5,148.3,48.18,7.2
188,성산,Mar-23,12.2,16.6,7.8,21.7,1.5,1017.9,1020.4,9.8,67,18,62.1,20.9,3.1,11.3,5,202.7,54.59,12.5
188,성산,Apr-23,15,18.6,11,22.6,4.2,1013.1,1015.5,12.4,71,11,183.1,110.4,4,12.3,5.1,210.5,53.92,16.7
188,성산,May-23,18.2,21.8,14.7,26.3,7.9,1011.1,1013.5,17.1,81,20,489.8,193,3.1,12,6.3,163.6,38,20.2
188,성산,Jun-23,22.3,25.7,19.1,28.9,13.9,1005.9,1008.2,22.5,83,22,265.5,71.5,2.7,12.8,6.8,146.1,33.95,24.4
188,성산,Jul-23,26.5,29,24.4,31.6,20.1,1006.5,1008.8,31.4,91,70,344.2,72.8,3.1,12,7.7,98.6,22.52,27.8
188,성산,Aug-23,27.7,30.7,25,32.2,21.8,1003.1,1005.4,30.9,84,51,179.7,64.4,3,10.7,4.9,225.3,54.34,30
188,성산,Sep-23,25.4,28.4,22.6,31.6,16.2,1010.1,1012.4,25.9,80,48,219.4,137.9,2.6,8.9,5.9,182.4,49.1,27.6
188,성산,Oct-23,18.4,22.8,14.8,26.5,10.7,1016.5,1018.9,14.3,68,30,40.5,33,2.4,8.5,4,214.1,60.75,19.8
188,성산,Nov-23,13,17.5,8.7,27.3,3.6,1019.5,1022,11.2,70,34,64.1,16,2.9,11.5,5.6,157.6,50.19,11.8
188,성산,Dec-23,8.7,12.3,5.5,22.4,-2,1021.9,1024.4,9,76,37,73.2,17.3,2.9,11,6.9,81.3,26.2,7.5
189,서귀포,Jan-21,7.2,10.4,4,17.1,-3.4,1017.1,1023.5,7.5,70,32,54.6,21.6,1.8,6.2,6,162.5,51.15,7
189,서귀포,Feb-21,10.1,13.4,6.8,23.6,-2.3,1014.4,1020.7,9,70,30,51.2,25,2.2,8.5,5.1,175.3,56.86,11.5
189,서귀포,Mar-21,13.3,17,9.7,20.9,4.7,1012.7,1018.9,11.6,75,23,156.3,35.2,1.8,7,5.3,200.6,53.95,15
189,서귀포,Apr-21,16,20,12.7,23.7,8.8,1011.9,1018,12.4,68,19,182,117.9,2.1,6.9,5.3,229.9,58.86,18.6
189,서귀포,May-21,19,22.7,15.9,27.9,10.8,1004.2,1010.2,17,77,15,159.2,52.6,1.7,10.1,6.2,234.4,54.44,21.2
189,서귀포,Jun-21,22.8,25.6,20.7,29,18.2,1002,1008,23.8,86,28,200.8,92.8,1.6,5.5,7,186.1,43.29,26.1
189,서귀포,Jul-21,26.6,28.7,24.8,32,22.2,1002.4,1008.2,31,90,60,218.4,88.1,2,6.3,7.6,157.8,36.07,29
189,서귀포,Aug-21,26.3,28.8,24.4,32.9,21.8,1002.5,1008.4,30.4,89,54,318.4,69.9,1.8,8.8,6.9,179.5,43.34,29
189,서귀포,Sep-21,24.3,27,22.2,29.5,19,1006,1012,25.9,86,62,692.4,219.7,2.3,7.9,6.9,169.8,45.71,26.3
189,서귀포,Oct-21,20.4,23.7,17.5,28.7,9.9,1013.8,1019.9,18,72,32,33.4,26.7,1.6,5.4,4.9,228.5,64.86,22.6
189,서귀포,Nov-21,14.2,18.1,10.9,22.3,6.4,1013.9,1020.1,10.4,64,27,55,36.7,1.8,8,4.6,199.1,63.41,14.5
189,서귀포,Dec-21,9.3,13,6.2,18.6,-1.1,1018,1024.4,7.6,64,22,14.5,11.7,1.5,6.3,5,189.5,61.01,8.8
189,서귀포,Jan-22,7.5,10.8,4.8,13.9,0.8,1016.8,1023.2,7.3,70,29,33.8,21.6,1.5,5.6,6.3,177.8,56,7.5
189,서귀포,Feb-22,6.1,9.6,3,14,-1,1018.5,1025,5.9,62,21,18.6,5.2,1.6,5.7,5.5,173.4,56.3,6.7
189,서귀포,Mar-22,12.5,16.1,9.2,20.7,3.6,1011.2,1017.4,10.8,72,19,104.8,26.2,1.7,11.2,5.9,179.9,48.43,14.5
189,서귀포,Apr-22,16.2,19.8,13,24.5,7,1011.1,1017.2,13.3,70,30,125.4,62.1,1.7,7.1,5.3,219.5,56.24,19.7
189,서귀포,May-22,19.5,23,16.6,29.6,12.1,1007.2,1013.3,15.4,68,22,31.8,21.8,1.5,5.6,5.6,241,55.98,24
189,서귀포,Jun-22,22.5,25.1,20.5,28.7,17.3,1002.5,1008.4,24.8,90,36,269.7,110.8,1.7,6.2,7.8,136.5,31.77,25.5
189,서귀포,Jul-22,27,29.7,24.8,32.4,22.9,1000.5,1006.4,30.9,87,43,272,85.2,1.6,7.9,6.6,202.7,46.33,30.5
189,서귀포,Aug-22,27.7,30.2,25.6,31.8,21.4,1002.4,1008.2,31.7,85,52,263.1,212.5,1.8,6.2,6.8,219,52.87,31.2
189,서귀포,Sep-22,24.3,27.4,21.9,34.8,18.2,1004.7,1010.6,23.4,77,19,326.1,121,2.5,9.5,7.2,160.8,43.28,26.2
189,서귀포,Oct-22,19,22.4,16.1,27.9,11.5,1014.4,1020.5,15.2,67,23,11.8,7.1,1.9,5.7,4.3,214.8,60.95,21.7
189,서귀포,Nov-22,16.4,20,13.1,24.1,5.2,1014,1020.1,13.2,70,31,79.9,41.1,1.7,5.9,4.9,193.3,61.52,17
189,서귀포,Dec-22,7.4,10.9,4.2,16.9,-1.8,1017.5,1023.9,6.8,65,30,24.3,7.5,1.5,4.8,6.1,148.1,47.68,8.2
189,서귀포,Jan-23,7.4,11.1,4.2,17.8,-4.5,1017.5,1023.9,7.4,67,28,71.2,45.7,1.5,8.5,5.4,165.9,52.27,7.9
189,서귀포,Feb-23,9.4,12.9,6.2,16.1,1,1017.7,1024,8.1,68,26,59.6,16,1.6,6.7,5.5,161,52.31,9.9
189,서귀포,Mar-23,13.5,16.9,10.1,22.9,3.8,1014.1,1020.3,10.7,68,20,56.1,13.4,1.7,6.6,5.3,202.5,54.52,14.6
189,서귀포,Apr-23,15.8,19.1,12.7,25.6,6.7,1009.3,1015.4,12.7,70,19,191.1,130.4,2.2,7.5,5.4,200.8,51.45,17.9
189,서귀포,May-23,18.8,21.9,16,24.6,11.8,1007.6,1013.6,17.7,81,23,574.3,287.8,1.8,9.2,7,168.1,39.08,21.6
189,서귀포,Jun-23,22.6,25.1,20.4,27.7,15.7,1002.5,1008.5,23.5,85,42,418.5,146.1,1.4,4.5,7.5,153.7,35.76,25.5
189,서귀포,Jul-23,26.2,28.2,24.4,31.6,21.1,1003.3,1009.2,31,92,57,378.8,112.1,1.4,6.6,8.7,78.6,17.97,28.2
189,서귀포,Aug-23,28,30.8,25.7,34.1,23.3,999.5,1005.3,29.1,78,45,218.9,75.6,1.9,6.8,5.1,250.9,60.53,32.3
189,서귀포,Sep-23,25.8,28.9,23.4,31.7,18.9,1006.4,1012.3,24.8,75,42,126.4,37.4,1.7,6.7,5.9,217.7,58.52,28.5
189,서귀포,Oct-23,19.9,23.7,16.6,26.3,13.6,1012.5,1018.6,13.6,59,14,5.9,4,1.7,5.9,3.6,252.3,71.55,21.9
189,서귀포,Nov-23,14.5,18,11.2,25.7,4.7,1015.5,1021.7,11.6,66,37,45.2,12.3,1.6,9.9,4.9,198.4,63.06,14.2
189,서귀포,Dec-23,9.9,13.4,6.9,22.4,-1.5,1017.8,1024.2,9,69,36,74.7,42.9,1.6,6.4,6.5,133.8,43.08,9.7
192,진주,Jan-21,0.6,7.3,-5.6,15.6,-15.4,1020.5,1024.2,4.3,63,18,15.8,10.3,1.1,7.6,3.9,201.8,64.41,1
192,진주,Feb-21,4.8,12,-2.1,23.3,-8.9,1017.3,1020.9,5.1,58,11,24.9,16,1.2,7.3,3.8,201.2,65.77,5.1
192,진주,Mar-21,9.8,16.9,2.9,23.8,-3.3,1015.9,1019.5,8.2,70,14,159.2,68.4,1.1,5.8,5,242.8,65.37,11.4
192,진주,Apr-21,13.6,21.1,6.3,27.2,0.8,1014.9,1018.5,9.2,62,17,82.2,35.6,1.2,7.4,5.1,261.3,66.52,16.9
192,진주,May-21,17.6,23.8,11.3,29.3,3.5,1006.2,1009.6,14.3,72,15,116.9,50.5,1.2,6.2,5.7,234.3,53.91,20.9
192,진주,Jun-21,22.2,27.5,17.5,32,11,1004.9,1008.3,20.9,80,31,101.7,33.1,0.9,3.4,6.5,207.1,47.67,25.5
192,진주,Jul-21,26.2,31,22.3,34,17.6,1005.4,1008.7,28.3,84,48,359.3,142.7,0.9,4.3,6.9,228.2,51.59,29.3
192,진주,Aug-21,26,30.9,22.4,37.5,19.6,1005.2,1008.5,27.5,83,41,320.2,102.3,0.9,4.1,7,195.9,46.97,29
192,진주,Sep-21,21.9,26.4,18.1,30,13.6,1010.3,1013.7,21.9,84,42,122.4,51.4,0.9,4.7,7,140.2,37.7,24.2
192,진주,Oct-21,15.9,22.9,10.3,29.4,-0.1,1017.5,1021,15,79,22,46.2,19.8,0.7,4.8,4.4,237.7,67.84,17.7
192,진주,Nov-21,8.4,16.4,2,21.6,-3.6,1016.3,1020,8.1,75,21,44.3,29.5,0.8,6.4,3.3,211.6,68.17,8.8
192,진주,Dec-21,2.5,10,-3.7,16,-10.9,1020.8,1024.5,4.9,64,18,1.9,1.9,1,7,2.7,220.5,72.27,2.9
192,진주,Jan-22,0.4,8.3,-6,12.1,-11.2,1020.3,1024,3.2,52,12,0,0,0.7,5.6,3.5,233.2,74.46,1.1
192,진주,Feb-22,1.4,8.4,-5.6,15.1,-10,1021.4,1025.1,3,46,13,0,0,1.2,6.8,3.3,244.8,80.08,4.3
192,진주,Mar-22,8.7,15.9,1.6,22.1,-5.2,1014,1017.5,7.6,66,12,115.9,66,1.1,7,5.2,222.2,59.86,11.7
192,진주,Apr-22,14.3,21.5,7.4,27.8,0.3,1013.6,1017.1,10.6,66,13,69.5,29.8,1.1,4.9,4.8,264.1,67.29,18.8
192,진주,May-22,18.8,26.5,10.9,32.7,4.1,1009.1,1012.6,12.4,60,18,0.9,0.9,1.1,6,4.1,310.8,71.51,25.3
192,진주,Jun-22,22.7,27.8,18.4,32.5,12.5,1005,1008.3,21.5,78,17,121.3,59.6,1.2,4.1,6,206.4,47.51,26.3
192,진주,Jul-22,26.5,31.4,22.5,33.9,19.6,1002.9,1006.2,27.8,82,44,218,100.3,0.9,5.2,6.5,224.1,50.66,28.8
192,진주,Aug-22,26.3,30.3,22.9,34.8,13.6,1004.5,1007.8,28.3,83,39,157.3,40.2,1,5.2,7.3,173.7,41.62,28.4
192,진주,Sep-22,21.8,27.3,17,32.4,10.3,1009.3,1012.7,19.9,77,31,166.6,103.7,0.9,7.3,6.8,175.9,47.26,24.2
192,진주,Oct-22,15.1,22.1,8.7,30.2,0.6,1017.8,1021.4,12.5,73,22,22.3,16.9,0.9,6.1,4.2,230.7,70.21,18.1
192,진주,Nov-22,9.9,18.5,2.9,22.7,-1.8,1017.5,1021.1,7.8,64,13,87.8,39.5,0.6,4.9,3.8,205.5,66.2,11.6
192,진주,Dec-22,0.2,7,-5.2,13.8,-11,1020.5,1024.2,3.3,54,7,6.6,5.8,0.9,6.3,3.6,212.9,69.78,1.5
192,진주,Jan-23,0.6,8.2,-5.9,20.1,-14.7,1020.4,1024.2,3.8,55,2,67.3,58.8,0.9,7.4,2.7,220.4,70.39,1.9
192,진주,Feb-23,3.9,11.2,-2.8,16,-8.5,1021.3,1025,4.5,56,6,27.3,19.5,0.9,5.1,4.2,194.1,63.49,5.9
192,진주,Mar-23,10.2,18.1,2.6,25.6,-5.7,1016.7,1020.3,7.8,64,12,48,22.7,0.9,6.7,4.1,234.3,63.14,13
192,진주,Apr-23,13.5,20.2,6.3,26.8,-1,1011.9,1015.4,10.3,67,10,101.5,60,1.1,5.6,4.6,193,49.22,16.2
192,진주,May-23,17.7,23.6,12.2,29.2,4.4,1010.3,1013.8,15.7,78,22,364,255.1,0.9,3.6,6.3,182.3,41.96,21.3
192,진주,Jun-23,22.7,28.4,17.8,32.7,12.3,1004.3,1007.6,21.4,79,26,303.3,105.1,1,3.5,6.1,217.4,50.05,27.3
192,진주,Jul-23,25.6,29.7,22.6,35.1,19.6,1005.4,1008.7,28.8,89,47,504.5,112.3,0.8,4.1,7.1,120.4,27.2,27.7
192,진주,Aug-23,27.3,32.2,23.5,36.7,21.1,1002.2,1005.5,29.6,83,46,439.6,113.1,0.9,5.4,5.5,232.1,55.59,28.7
192,진주,Sep-23,23.5,28.3,19.9,32.5,15.5,1009.4,1012.8,24,84,43,278.4,79.3,0.7,4,6,163,43.76,25.8
